idno	sacademicfeeidno	admissionno	studentidno	sadmissionidno	codeno	studentname	currentclass	phone	email	currentyear	totalamount	payedamount	feeconcession	officestaffidno	officestaffname	currentdate	currenttime	schoolname	schoolbranch	schoolidno	createdon	verifiedby
Empty	360385507	14002726	60607894	14002726	464001	Dawn Oneill	3CLASS	7352864434	barbara93@example.com	2022	15000	0	0	83126709	chandu	2022-09-28	11:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	28-09-2022 15:40	Empty
Empty	414534441	11801637	60206703	11801637	221001	Kerri Stanley	3CLASS	9427701868	christian44@example.org	2022	15000	0	0	83126709	chandu	2022-09-29	12:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	29-09-2022 15:40	Empty
Empty	274026983	10702217	60018851	10702217	342006	Toni Mitchell	3CLASS	8403017226	sanchezanthony@example.org	2022	15000	0	0	83126709	chandu	2022-09-30	13:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	30-09-2022 15:40	Empty
Empty	288964712	70502842	60603086	70502842	208019	Randy Flores	3CLASS	9885275824	uhull@example.org	2022	15000	0	0	83126709	chandu	2022-10-01	14:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	01-10-2022 15:40	Empty
Empty	142061036	17433116	60127729	17433116	800001	Kenneth Hill	3CLASS	8975826292	aspencer@example.com	2022	15000	0	0	83126709	chandu	2022-10-02	15:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	02-10-2022 15:40	Empty
Empty	36183360	14103533	60031662	14103533	360370	Jeremy Harmon	3CLASS	8935882261	shanescott@example.net	2022	15000	0	0	83126709	chandu	2022-10-03	16:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	03-10-2022 15:40	Empty
Empty	275621166	14102435	60800091	14102435	834004	Tanya Gibson	3CLASS	9973352013	kimberlyhamilton@example.org	2022	15000	0	0	83126709	chandu	2022-10-04	17:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	04-10-2022 15:40	Empty
Empty	129575325	19704634	60671925	19704634	521104	Sean Rollins	3CLASS	9799500383	jesusbrown@example.org	2022	15000	0	0	83126709	chandu	2022-10-05	18:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	05-10-2022 15:40	Empty
Empty	395491261	20104186	60345257	20104186	151202	Robert Pruitt	3CLASS	9047012051	christopher26@example.com	2022	15000	0	0	83126709	chandu	2022-10-06	19:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	06-10-2022 15:40	Empty
Empty	431726485	19802407	60551031	19802407	673104	Nicole Peters	3CLASS	7297917989	loneill@example.net	2022	15000	0	0	83126709	chandu	2022-10-07	20:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	07-10-2022 15:40	Empty
Empty	355862855	80401468	60200323	80401468	202125	Edward Young	3CLASS	9948024816	marissamason@example.net	2022	15000	0	0	83126709	chandu	2022-10-08	21:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	08-10-2022 15:40	Empty
Empty	31209906	12903454	60956047	12903454	210427	Chelsea Williams	3CLASS	9728574101	ashleymcclure@example.net	2022	15000	0	0	83126709	chandu	2022-10-09	22:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	09-10-2022 15:40	Empty
Empty	403142495	81500069	60173520	81500069	303503	Stephanie Martin	3CLASS	9917654173	santiagowesley@example.org	2022	15000	0	0	83126709	chandu	2022-10-10	23:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	10-10-2022 15:40	Empty
Empty	324891352	10907943	60546889	10907943	274304	Dawn Wong	3CLASS	8434475962	fnavarro@example.org	2022	15000	0	0	83126709	chandu	2022-10-11	0:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	11-10-2022 15:40	Empty
Empty	168048945	14113703	60286989	14113703	500090	Charles Martinez	3CLASS	8863866473	matthewbuchanan@example.net	2022	15000	0	0	83126709	chandu	2022-10-12	1:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	12-10-2022 15:40	Empty
Empty	127648143	20600424	60771650	20600424	341001	Gloria Johnston	3CLASS	9949727369	pchen@example.org	2022	15000	0	0	83126709	chandu	2022-10-13	2:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	13-10-2022 15:40	Empty
Empty	335580675	11601768	60930730	11601768	767026	Savannah Perez	4CLASS	9719867415	nrobinson@example.org	2022	16000	0	0	83126709	chandu	2022-10-14	3:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	14-10-2022 15:40	Empty
Empty	530022195	11634724	60863637	11634724	175131	Noah Gibbs Jr.	4CLASS	8800105898	juliebailey@example.net	2022	16000	0	0	83126709	chandu	2022-10-15	4:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	15-10-2022 15:40	Empty
Empty	36986823	15208809	60917139	15208809	686726	Patrick Morse	4CLASS	8964840025	ycunningham@example.org	2022	16000	0	0	83126709	chandu	2022-10-16	5:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	16-10-2022 15:40	Empty
Empty	133028009	22320289	60916183	22320289	517129	Sharon Sullivan	4CLASS	9836549449	myang@example.net	2022	16000	0	0	83126709	chandu	2022-10-17	6:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	17-10-2022 15:40	Empty
Empty	324170443	11658571	60216929	11658571	184102	Anna Brady	4CLASS	9999536306	jillroberts@example.net	2022	16000	0	0	83126709	chandu	2022-10-18	7:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	18-10-2022 15:40	Empty
Empty	470280292	19302892	60183077	19302892	324005	Donna Leblanc	4CLASS	9467290870	april95@example.org	2022	16000	0	0	83126709	chandu	2022-10-19	8:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	19-10-2022 15:40	Empty
Empty	282418127	11130361	60155936	11130361	804402	Timothy Lucas	4CLASS	9155468202	kimberlyhenderson@example.org	2022	16000	0	0	83126709	chandu	2022-10-20	9:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	20-10-2022 15:40	Empty
Empty	235531642	19001896	61193536	19001896	241301	David Wilkins	4CLASS	9437781232	garnercindy@example.com	2022	16000	0	0	83126709	chandu	2022-10-21	10:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	21-10-2022 15:40	Empty
Empty	53834992	22010314	60421228	22010314	224149	James Gomez	4CLASS	9336089065	hcasey@example.com	2022	16000	0	0	83126709	chandu	2022-10-22	11:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	22-10-2022 15:40	Empty
Empty	107454162	17009818	60337716	17009818	226012	Sarah Simon	4CLASS	9422383106	levi38@example.org	2022	16000	0	0	83126709	chandu	2022-10-23	12:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	23-10-2022 15:40	Empty
Empty	231332020	15300347	60149916	15300347	503224	Mrs. Elizabeth Carter MD	4CLASS	8827867035	carol80@example.net	2022	16000	0	0	83126709	chandu	2022-10-24	13:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	24-10-2022 15:40	Empty
Empty	354509437	82400276	60632457	82400276	342001	Katherine Harrison	4CLASS	9609288465	ruthbrown@example.net	2022	16000	0	0	83126709	chandu	2022-10-25	14:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	25-10-2022 15:40	Empty
Empty	118507649	13302731	60091818	13302731	301026	Rachel Long	4CLASS	9417294964	westvincent@example.net	2022	16000	0	0	83126709	chandu	2022-10-26	15:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	26-10-2022 15:40	Empty
Empty	238540781	80800085	60080581	80800085	700015	James Roth	4CLASS	9805967744	amcdonald@example.org	2022	16000	0	0	83126709	chandu	2022-10-27	16:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	27-10-2022 15:40	Empty
Empty	445947361	13802051	60164014	13802051	521137	Matthew Owens	4CLASS	7050604224	williamsgloria@example.com	2022	16000	0	0	83126709	chandu	2022-10-28	17:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	28-10-2022 15:40	Empty
Empty	279014624	21816042	60156527	21816042	380021	Tina Downs	4CLASS	8564038695	gdavis@example.net	2022	16000	0	0	83126709	chandu	2022-10-29	18:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	29-10-2022 15:40	Empty
Empty	334484652	19000496	60750371	19000496	303108	Natalie Miller	4CLASS	7064324728	kyle70@example.org	2022	16000	0	0	83126709	chandu	2022-10-30	19:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	30-10-2022 15:40	Empty
Empty	344526079	10905827	60857498	10905827	364270	Emily Clark	4CLASS	9504082173	ericksontammy@example.net	2022	16000	0	0	83126709	chandu	2022-10-31	20:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	31-10-2022 15:40	Empty
Empty	22575369	21201505	60589474	21201505	452001	Frank Lee	4CLASS	8439563497	jenna88@example.net	2022	16000	0	0	83126709	chandu	2022-11-01	21:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	01-11-2022 15:40	Empty
Empty	40112132	19615717	60439829	19615717	695043	Elizabeth Camacho	4CLASS	7806044930	cassandra85@example.com	2022	16000	0	0	83126709	chandu	2022-11-02	22:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	02-11-2022 15:40	Empty
Empty	480455310	17101763	60001490	17101763	683587	Carlos Cantu	5CLASS	9664492211	davismelissa@example.com	2022	17000	0	0	83126709	chandu	2022-11-03	23:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	03-11-2022 15:40	Empty
Empty	296718282	13404510	61097909	13404510	686563	Kellie Barker	5CLASS	9882354939	janethill@example.com	2022	17000	0	0	83126709	chandu	2022-11-04	0:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	04-11-2022 15:40	Empty
Empty	158927483	15603276	60671157	15603276	506101	Timothy Miller	5CLASS	9685339261	briankelly@example.org	2022	17000	0	0	83126709	chandu	2022-11-05	1:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	05-11-2022 15:40	Empty
Empty	335126712	21888059	60987223	21888059	192123	Katherine Bryant	5CLASS	9044151294	cgarcia@example.com	2022	17000	0	0	83126709	chandu	2022-11-06	2:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	06-11-2022 15:40	Empty
Empty	41047645	20426932	60831127	20426932	454221	Charles Vasquez	5CLASS	9866798919	antoniososa@example.org	2022	17000	0	0	83126709	chandu	2022-11-07	3:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	07-11-2022 15:40	Empty
Empty	379335142	19621183	60824302	19621183	424002	Christy Nolan	5CLASS	8696753205	aaronaustin@example.net	2022	17000	0	0	83126709	chandu	2022-11-08	4:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	08-11-2022 15:40	Empty
Empty	300415739	12612123	60481638	12612123	783331	Michael Griffin	5CLASS	9824119366	joseph50@example.com	2022	17000	0	0	83126709	chandu	2022-11-09	5:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	09-11-2022 15:40	Empty
Empty	298031521	21406299	60722499	21406299	341509	Melinda Branch	5CLASS	8808331778	nancy63@example.net	2022	17000	0	0	83126709	chandu	2022-11-10	6:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	10-11-2022 15:40	Empty
Empty	146213751	10308899	60640336	10308899	425508	Christopher Martin	5CLASS	9912738442	igarcia@example.org	2022	17000	0	0	83126709	chandu	2022-11-11	7:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	11-11-2022 15:40	Empty
Empty	43056384	20701704	60440366	20701704	812004	Brandi Berry	5CLASS	9089943814	john07@example.net	2022	17000	0	0	83126709	chandu	2022-11-12	8:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	12-11-2022 15:40	Empty
Empty	179005929	11308186	60019990	11308186	325004	Cheryl Jenkins	5CLASS	9755495541	penny23@example.com	2022	17000	0	0	83126709	chandu	2022-11-13	9:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	13-11-2022 15:40	Empty
Empty	541286520	20436858	60255589	20436858	472336	Joseph Hernandez DDS	5CLASS	9542707592	jill22@example.net	2022	17000	0	0	83126709	chandu	2022-11-14	10:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	14-11-2022 15:40	Empty
Empty	41260953	13401392	60047082	13401392	301001	Joseph Romero	5CLASS	9816819868	christian14@example.net	2022	17000	0	0	83126709	chandu	2022-11-15	11:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	15-11-2022 15:40	Empty
Empty	435643852	17218327	60817658	17218327	842001	Daniel Woods	5CLASS	7218191815	nicolewise@example.net	2022	17000	0	0	83126709	chandu	2022-11-16	12:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	16-11-2022 15:40	Empty
Empty	520015559	18901569	60776055	18901569	416308	Sophia Rodriguez	5CLASS	8763329543	kpatterson@example.org	2022	17000	0	0	83126709	chandu	2022-11-17	13:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	17-11-2022 15:40	Empty
Empty	308022489	11116877	60847653	11116877	474012	Jordan Kennedy	5CLASS	7033987595	langamanda@example.org	2022	17000	0	0	83126709	chandu	2022-11-18	14:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	18-11-2022 15:40	Empty
Empty	246369763	82100620	60080365	82100620	843331	Nicholas Cook	5CLASS	9332486842	david08@example.net	2022	17000	0	0	83126709	chandu	2022-11-19	15:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	19-11-2022 15:40	Empty
Empty	280724340	70403786	60302322	70403786	721212	Jeffrey Green	5CLASS	9701273469	zimmermanjoseph@example.com	2022	17000	0	0	83126709	chandu	2022-11-20	16:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	20-11-2022 15:40	Empty
Empty	155013185	10414510	60815260	10414510	344001	Michael Velasquez	5CLASS	8008476757	qrandolph@example.net	2022	17000	0	0	83126709	chandu	2022-11-21	17:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	21-11-2022 15:40	Empty
Empty	274470255	13001774	60016123	13001774	144514	Diane Clark	5CLASS	9717890222	kfowler@example.com	2022	17000	0	0	83126709	chandu	2022-11-22	18:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	22-11-2022 15:40	Empty
Empty	345082434	17101541	60990280	17101541	341025	Stanley Wallace	6CLASS	8652100491	martin42@example.org	2022	18000	0	0	83126709	chandu	2022-11-23	19:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	23-11-2022 15:40	Empty
Empty	440619480	21808785	60611078	21808785	125051	Jennifer Booth	6CLASS	9837025646	joshua62@example.org	2022	18000	0	0	83126709	chandu	2022-11-24	20:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	24-11-2022 15:40	Empty
Empty	535515894	17408664	60939042	17408664	700064	Edward Morrison	6CLASS	9970957272	angela65@example.net	2022	18000	0	0	83126709	chandu	2022-11-25	21:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	25-11-2022 15:40	Empty
Empty	436564015	10309216	60774656	10309216	285204	Ann Burch	6CLASS	9550777100	mfarmer@example.org	2022	18000	0	0	83126709	chandu	2022-11-26	22:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	26-11-2022 15:40	Empty
Empty	230451729	13400724	61002041	13400724	275101	Emily Clarke	6CLASS	9736635465	jeffreysmith@example.org	2022	18000	0	0	83126709	chandu	2022-11-27	23:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	27-11-2022 15:40	Empty
Empty	257907935	76800207	60177673	76800207	761104	Mark Brock	6CLASS	9406867158	diazdaniel@example.com	2022	18000	0	0	83126709	chandu	2022-11-28	0:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	28-11-2022 15:40	Empty
Empty	497132503	20805424	60108567	20805424	143505	Kelsey Brady DDS	6CLASS	9917034462	shelbyclark@example.net	2022	18000	0	0	83126709	chandu	2022-11-29	1:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	29-11-2022 15:40	Empty
Empty	78221439	19602450	60017142	19602450	110043	Shelby Davis	6CLASS	9467973061	khart@example.org	2022	18000	0	0	83126709	chandu	2022-11-30	2:39:00	SAVELFLDB8AH	SATANSB1QB24LT	1438706295	30-11-2022 15:40	Empty
